"Var1" "Var2" "Var3" "value"
"49" 19 2 "tBodyAcc-mean()-X" 0.273830316164384
"50" 20 2 "tBodyAcc-mean()-X" 0.278045439090909
"51" 21 2 "tBodyAcc-mean()-X" 0.277539616823529
"52" 22 2 "tBodyAcc-mean()-X" 0.273583822709677
"53" 23 2 "tBodyAcc-mean()-X" 0.273351251617647
"54" 24 2 "tBodyAcc-mean()-X" 0.273475690147059
"55" 25 2 "tBodyAcc-mean()-X" 0.278541482461538
"56" 26 2 "tBodyAcc-mean()-X" 0.258243530166667
"57" 27 2 "tBodyAcc-mean()-X" 0.273941302571429
"58" 28 2 "tBodyAcc-mean()-X" 0.276977629444444
"59" 29 2 "tBodyAcc-mean()-X" 0.2771799775
"60" 30 2 "tBodyAcc-mean()-X" 0.268336081379032
"61" 1 3 "tBodyAcc-mean()-X" 0.278917629056604
"62" 2 3 "tBodyAcc-mean()-X" 0.277911472222222
"63" 3 3 "tBodyAcc-mean()-X" 0.280046513278689
"64" 4 3 "tBodyAcc-mean()-X" 0.280499745892857
"65" 5 3 "tBodyAcc-mean()-X" 0.282544390892857
"66" 6 3 "tBodyAcc-mean()-X" 0.280346248596491
"67" 7 3 "tBodyAcc-mean()-X" 0.282723539433962
"68" 8 3 "tBodyAcc-mean()-X" 0.279620986111111
"69" 9 3 "tBodyAcc-mean()-X" 0.282310057333333
"70" 10 3 "tBodyAcc-mean()-X" 0.276650300681818
"71" 11 3 "tBodyAcc-mean()-X" 0.277715562765957
"72" 12 3 "tBodyAcc-mean()-X" 0.277405834918033
"73" 13 3 "tBodyAcc-mean()-X" 0.277758431052632
"74" 14 3 "tBodyAcc-mean()-X" 0.280545613833333
"75" 15 3 "tBodyAcc-mean()-X" 0.278915803962264
"76" 16 3 "tBodyAcc-mean()-X" 0.283497402948718
"77" 17 3 "tBodyAcc-mean()-X" 0.277942503333333
"78" 18 3 "tBodyAcc-mean()-X" 0.278458805890411
"79" 19 3 "tBodyAcc-mean()-X" 0.27817226
"80" 20 3 "tBodyAcc-mean()-X" 0.278076904657534
"81" 21 3 "tBodyAcc-mean()-X" 0.27695224258427
"82" 22 3 "tBodyAcc-mean()-X" 0.279053861587302
"83" 23 3 "tBodyAcc-mean()-X" 0.277899323235294
"84" 24 3 "tBodyAcc-mean()-X" 0.280348883913043
"85" 25 3 "tBodyAcc-mean()-X" 0.278013701621622
"86" 26 3 "tBodyAcc-mean()-X" 0.281127035405405
"87" 27 3 "tBodyAcc-mean()-X" 0.279566921625
"88" 28 3 "tBodyAcc-mean()-X" 0.277795069113924
"89" 29 3 "tBodyAcc-mean()-X" 0.277965065846154
"90" 30 3 "tBodyAcc-mean()-X" 0.277112699152542
"91" 1 4 "tBodyAcc-mean()-X" 0.277330758736842
"92" 2 4 "tBodyAcc-mean()-X" 0.276426586440678
"93" 3 4 "tBodyAcc-mean()-X" 0.275567462068966
"94" 4 4 "tBodyAcc-mean()-X" 0.278582015166667
"95" 5 4 "tBodyAcc-mean()-X" 0.27784234625
"96" 6 4 "tBodyAcc-mean()-X" 0.283658868070175
"97" 7 4 "tBodyAcc-mean()-X" 0.275592961754386
"98" 8 4 "tBodyAcc-mean()-X" 0.27468631
"99" 9 4 "tBodyAcc-mean()-X" 0.278502842115385
"100" 10 4 "tBodyAcc-mean()-X" 0.278574076603774
"101" 11 4 "tBodyAcc-mean()-X" 0.271821892881356
"102" 12 4 "tBodyAcc-mean()-X" 0.2771286656
"103" 13 4 "tBodyAcc-mean()-X" 0.275883130350877
"104" 14 4 "tBodyAcc-mean()-X" 0.271959598644068
"105" 15 4 "tBodyAcc-mean()-X" 0.273899207962963
"106" 16 4 "tBodyAcc-mean()-X" 0.276023564509804
"107" 17 4 "tBodyAcc-mean()-X" 0.272341855245902
"108" 18 4 "tBodyAcc-mean()-X" 0.273887758571429
"109" 19 4 "tBodyAcc-mean()-X" 0.273931172307692
"110" 20 4 "tBodyAcc-mean()-X" 0.272589336470588
"111" 21 4 "tBodyAcc-mean()-X" 0.279183526730769
"112" 22 4 "tBodyAcc-mean()-X" 0.27886459
"113" 23 4 "tBodyAcc-mean()-X" 0.273211884237288
"114" 24 4 "tBodyAcc-mean()-X" 0.276980816034483
"115" 25 4 "tBodyAcc-mean()-X" 0.278992759054054
"116" 26 4 "tBodyAcc-mean()-X" 0.279264443728814
"117" 27 4 "tBodyAcc-mean()-X" 0.276849485438596
"118" 28 4 "tBodyAcc-mean()-X" 0.281228223888889
"119" 29 4 "tBodyAcc-mean()-X" 0.271999916792453
"120" 30 4 "tBodyAcc-mean()-X" 0.276406758
"121" 1 5 "tBodyAcc-mean()-X" 0.289188320408163
"122" 2 5 "tBodyAcc-mean()-X" 0.27761534806383
"123" 3 5 "tBodyAcc-mean()-X" 0.292423484693878
"124" 4 5 "tBodyAcc-mean()-X" 0.279965329555556
"125" 5 5 "tBodyAcc-mean()-X" 0.29354392712766
"126" 6 5 "tBodyAcc-mean()-X" 0.277045258145833
"127" 7 5 "tBodyAcc-mean()-X" 0.28030708
"128" 8 5 "tBodyAcc-mean()-X" 0.283484089210526
"129" 9 5 "tBodyAcc-mean()-X" 0.295923445
"130" 10 5 "tBodyAcc-mean()-X" 0.290401594315789
"131" 11 5 "tBodyAcc-mean()-X" 0.291605631956522
"132" 12 5 "tBodyAcc-mean()-X" 0.281521097391304
"133" 13 5 "tBodyAcc-mean()-X" 0.294907553404255
"134" 14 5 "tBodyAcc-mean()-X" 0.293422115555556
"135" 15 5 "tBodyAcc-mean()-X" 0.280198851190476
"136" 16 5 "tBodyAcc-mean()-X" 0.295586802191489
"137" 17 5 "tBodyAcc-mean()-X" 0.29391828326087
"138" 18 5 "tBodyAcc-mean()-X" 0.288439468909091
"139" 19 5 "tBodyAcc-mean()-X" 0.262688053871795
"140" 20 5 "tBodyAcc-mean()-X" 0.296144421355556
"141" 21 5 "tBodyAcc-mean()-X" 0.3014610196
"142" 22 5 "tBodyAcc-mean()-X" 0.284458963861111
"143" 23 5 "tBodyAcc-mean()-X" 0.289897411148148
"144" 24 5 "tBodyAcc-mean()-X" 0.288631208909091
"145" 25 5 "tBodyAcc-mean()-X" 0.291329666206897
"146" 26 5 "tBodyAcc-mean()-X" 0.2792845828
"147" 27 5 "tBodyAcc-mean()-X" 0.2975441875
"148" 28 5 "tBodyAcc-mean()-X" 0.293642076521739
"149" 29 5 "tBodyAcc-mean()-X" 0.293140441083333
"150" 30 5 "tBodyAcc-mean()-X" 0.283190646967742
"151" 1 6 "tBodyAcc-mean()-X" 0.255461689622641
"152" 2 6 "tBodyAcc-mean()-X" 0.247164790395833
"153" 3 6 "tBodyAcc-mean()-X" 0.260819873067797
"154" 4 6 "tBodyAcc-mean()-X" 0.270876696730769
"155" 5 6 "tBodyAcc-mean()-X" 0.268459469914894
"156" 6 6 "tBodyAcc-mean()-X" 0.268229355098039
"157" 7 6 "tBodyAcc-mean()-X" 0.248706923078431
"158" 8 6 "tBodyAcc-mean()-X" 0.258880152048781
"159" 9 6 "tBodyAcc-mean()-X" 0.262436475714286
"160" 10 6 "tBodyAcc-mean()-X" 0.267121853404255
"161" 11 6 "tBodyAcc-mean()-X" 0.263775859277778
"162" 12 6 "tBodyAcc-mean()-X" 0.272970338653846
"163" 13 6 "tBodyAcc-mean()-X" 0.258203939581818
"164" 14 6 "tBodyAcc-mean()-X" 0.26242106612963
"165" 15 6 "tBodyAcc-mean()-X" 0.270187595833333
"166" 16 6 "tBodyAcc-mean()-X" 0.255986102627451
"167" 17 6 "tBodyAcc-mean()-X" 0.252604768583333
"168" 18 6 "tBodyAcc-mean()-X" 0.265401201896552
"169" 19 6 "tBodyAcc-mean()-X" 0.242118808925
"170" 20 6 "tBodyAcc-mean()-X" 0.252098317156863
"171" 21 6 "tBodyAcc-mean()-X" 0.265194544680851
"172" 22 6 "tBodyAcc-mean()-X" 0.248391534566667
"173" 23 6 "tBodyAcc-mean()-X" 0.249995171031373
"174" 24 6 "tBodyAcc-mean()-X" 0.269881106779661
"175" 25 6 "tBodyAcc-mean()-X" 0.277995411384615
"176" 26 6 "tBodyAcc-mean()-X" 0.272691394545455
"177" 27 6 "tBodyAcc-mean()-X" 0.265770253921569
"178" 28 6 "tBodyAcc-mean()-X" 0.262005841764706
"179" 29 6 "tBodyAcc-mean()-X" 0.265423066877551
"180" 30 6 "tBodyAcc-mean()-X" 0.271415642261538
"181" 1 1 "tBodyAcc-mean()-Y" -0.0405139534294
"182" 2 1 "tBodyAcc-mean()-Y" -0.0181587397583333
"183" 3 1 "tBodyAcc-mean()-Y" -0.0189556785048387
"184" 4 1 "tBodyAcc-mean()-Y" -0.0150031841055556
"185" 5 1 "tBodyAcc-mean()-Y" -0.0183042123269231
"186" 6 1 "tBodyAcc-mean()-Y" -0.0102529170561404
"187" 7 1 "tBodyAcc-mean()-Y" -0.0204411516884615
"188" 8 1 "tBodyAcc-mean()-Y" -0.0212281733881481
"189" 9 1 "tBodyAcc-mean()-Y" -0.020526821662
"190" 10 1 "tBodyAcc-mean()-Y" -0.024294484137931
"191" 11 1 "tBodyAcc-mean()-Y" -0.0176598052315789
"192" 12 1 "tBodyAcc-mean()-Y" -0.0175203917146667
"193" 13 1 "tBodyAcc-mean()-Y" -0.020440454366129
"194" 14 1 "tBodyAcc-mean()-Y" -0.0113424652490196
"195" 15 1 "tBodyAcc-mean()-Y" -0.0166296542054167
"196" 16 1 "tBodyAcc-mean()-Y" -0.0166103510562857
"197" 17 1 "tBodyAcc-mean()-Y" -0.0168462006729577
"198" 18 1 "tBodyAcc-mean()-Y" -0.0173937684615385
"199" 19 1 "tBodyAcc-mean()-Y" -0.0171426864421687
"200" 20 1 "tBodyAcc-mean()-Y" -0.0144406281132353
"201" 21 1 "tBodyAcc-mean()-Y" -0.0184233048415556
"202" 22 1 "tBodyAcc-mean()-Y" -0.0142629864502778
"203" 23 1 "tBodyAcc-mean()-Y" -0.0216553835833333
"204" 24 1 "tBodyAcc-mean()-Y" -0.0173555210111111
"205" 25 1 "tBodyAcc-mean()-Y" -0.0188943663671233
"206" 26 1 "tBodyAcc-mean()-Y" -0.0191895728026316
"207" 27 1 "tBodyAcc-mean()-Y" -0.0179867611216216
"208" 28 1 "tBodyAcc-mean()-Y" -0.0167537858225
"209" 29 1 "tBodyAcc-mean()-Y" -0.0171965484202899
"210" 30 1 "tBodyAcc-mean()-Y" -0.0194494098614286
"211" 1 2 "tBodyAcc-mean()-Y" -0.00130828765170213
"212" 2 2 "tBodyAcc-mean()-Y" -0.0156879937282609
"213" 3 2 "tBodyAcc-mean()-Y" -0.00350299841730769
"214" 4 2 "tBodyAcc-mean()-Y" -0.007163065158
"215" 5 2 "tBodyAcc-mean()-Y" -0.00990083527045455
"216" 6 2 "tBodyAcc-mean()-Y" -0.0145911615290909
"217" 7 2 "tBodyAcc-mean()-Y" -0.01461097580375
"218" 8 2 "tBodyAcc-mean()-Y" -0.00672550621304348
"219" 9 2 "tBodyAcc-mean()-Y" -0.02701677698
"220" 10 2 "tBodyAcc-mean()-Y" -0.015042681852037
"221" 11 2 "tBodyAcc-mean()-Y" -0.0149195616754717
"222" 12 2 "tBodyAcc-mean()-Y" -0.0157892988523529
"223" 13 2 "tBodyAcc-mean()-Y" -0.00587732936326531
"224" 14 2 "tBodyAcc-mean()-Y" -0.00870565463888889
"225" 15 2 "tBodyAcc-mean()-Y" -0.0117188472271186
"226" 16 2 "tBodyAcc-mean()-Y" -0.0102497939956522
"227" 17 2 "tBodyAcc-mean()-Y" -0.014156274084375
"228" 18 2 "tBodyAcc-mean()-Y" -0.0128691279736842
"229" 19 2 "tBodyAcc-mean()-Y" -0.016739260030137
"230" 20 2 "tBodyAcc-mean()-Y" -0.0147229305131818
"231" 21 2 "tBodyAcc-mean()-Y" -0.0144009705494118
"232" 22 2 "tBodyAcc-mean()-Y" -0.0123468446419355
"233" 23 2 "tBodyAcc-mean()-Y" -0.0133945015676471
"234" 24 2 "tBodyAcc-mean()-Y" -0.0131255097938235
"235" 25 2 "tBodyAcc-mean()-Y" -0.0147696808030769
"236" 26 2 "tBodyAcc-mean()-Y" -0.00713364541358974
"237" 27 2 "tBodyAcc-mean()-Y" -0.0155269799285714
"238" 28 2 "tBodyAcc-mean()-Y" -0.0185404441258333
"239" 29 2 "tBodyAcc-mean()-Y" -0.016630680375
"240" 30 2 "tBodyAcc-mean()-Y" -0.00804731295322581
"241" 1 3 "tBodyAcc-mean()-Y" -0.0161375901037736
"242" 2 3 "tBodyAcc-mean()-Y" -0.0184208270166667
"243" 3 3 "tBodyAcc-mean()-Y" -0.0143376555065574
"244" 4 3 "tBodyAcc-mean()-Y" -0.00948911098553571
"245" 5 3 "tBodyAcc-mean()-Y" -0.00700418554517857
"246" 6 3 "tBodyAcc-mean()-Y" -0.0181236327175439
"247" 7 3 "tBodyAcc-mean()-Y" -0.0145740341037736
"248" 8 3 "tBodyAcc-mean()-Y" -0.0148113067148148
"249" 9 3 "tBodyAcc-mean()-Y" -0.0200454954022222
"250" 10 3 "tBodyAcc-mean()-Y" -0.0155418603409091
"251" 11 3 "tBodyAcc-mean()-Y" -0.0171990886595745
"252" 12 3 "tBodyAcc-mean()-Y" -0.0169002543196721
"253" 13 3 "tBodyAcc-mean()-Y" -0.0167891993964912
"254" 14 3 "tBodyAcc-mean()-Y" -0.01520781344
"255" 15 3 "tBodyAcc-mean()-Y" -0.0183516360396226
"256" 16 3 "tBodyAcc-mean()-Y" -0.0165999672935897
"257" 17 3 "tBodyAcc-mean()-Y" -0.0174120064169231
"258" 18 3 "tBodyAcc-mean()-Y" -0.0166353518150685
"259" 19 3 "tBodyAcc-mean()-Y" -0.0154244056945205
"260" 20 3 "tBodyAcc-mean()-Y" -0.0180695049161644
"261" 21 3 "tBodyAcc-mean()-Y" -0.0167084730205618
"262" 22 3 "tBodyAcc-mean()-Y" -0.0158563207496825
"263" 23 3 "tBodyAcc-mean()-Y" -0.0177475547867647
"264" 24 3 "tBodyAcc-mean()-Y" -0.0144785340348986
"265" 25 3 "tBodyAcc-mean()-Y" -0.0163569730274324
"266" 26 3 "tBodyAcc-mean()-Y" -0.0166608306652703
"267" 27 3 "tBodyAcc-mean()-Y" -0.016593236445
"268" 28 3 "tBodyAcc-mean()-Y" -0.0172635124672152
"269" 29 3 "tBodyAcc-mean()-Y" -0.0172605869061538
"270" 30 3 "tBodyAcc-mean()-Y" -0.0170163887813559
"271" 1 4 "tBodyAcc-mean()-Y" -0.0173838185273684
"272" 2 4 "tBodyAcc-mean()-Y" -0.0185949199145763
"273" 3 4 "tBodyAcc-mean()-Y" -0.0171767844203448
"274" 4 4 "tBodyAcc-mean()-Y" -0.0148399475341667
"275" 5 4 "tBodyAcc-mean()-Y" -0.0172850317482679
"276" 6 4 "tBodyAcc-mean()-Y" -0.0168954189082456
"277" 7 4 "tBodyAcc-mean()-Y" -0.018653665345614
"278" 8 4 "tBodyAcc-mean()-Y" -0.0186628865310417
"279" 9 4 "tBodyAcc-mean()-Y" -0.0180891971284423
"280" 10 4 "tBodyAcc-mean()-Y" -0.017022351190566
"281" 11 4 "tBodyAcc-mean()-Y" -0.0166475833623729
"282" 12 4 "tBodyAcc-mean()-Y" -0.015560927606
"283" 13 4 "tBodyAcc-mean()-Y" -0.0185660651947368
"284" 14 4 "tBodyAcc-mean()-Y" -0.0217785380966102
"285" 15 4 "tBodyAcc-mean()-Y" -0.0170809740090741
"286" 16 4 "tBodyAcc-mean()-Y" -0.0204286929452941
"287" 17 4 "tBodyAcc-mean()-Y" -0.0184875403339344
"288" 18 4 "tBodyAcc-mean()-Y" -0.0178023631866071
"289" 19 4 "tBodyAcc-mean()-Y" -0.0191773587903846
"290" 20 4 "tBodyAcc-mean()-Y" -0.021199992245098
"291" 21 4 "tBodyAcc-mean()-Y" -0.0181610317526923
"292" 22 4 "tBodyAcc-mean()-Y" -0.0167213607957174
"293" 23 4 "tBodyAcc-mean()-Y" -0.0183618711932203
"294" 24 4 "tBodyAcc-mean()-Y" -0.0225446400534483
"295" 25 4 "tBodyAcc-mean()-Y" -0.0186477624716216
"296" 26 4 "tBodyAcc-mean()-Y" -0.0154259586949153
"297" 27 4 "tBodyAcc-mean()-Y" -0.0166478783221912
"298" 28 4 "tBodyAcc-mean()-Y" -0.0156759722981481
"299" 29 4 "tBodyAcc-mean()-Y" -0.0162915600588679
"300" 30 4 "tBodyAcc-mean()-Y" -0.0175880385730769
"301" 1 5 "tBodyAcc-mean()-Y" -0.00991850461020408
"302" 2 5 "tBodyAcc-mean()-Y" -0.0226614158361702
"303" 3 5 "tBodyAcc-mean()-Y" -0.0193554079328571
"304" 4 5 "tBodyAcc-mean()-Y" -0.00980200850666667
"305" 5 5 "tBodyAcc-mean()-Y" -0.00850107533191489
"306" 6 5 "tBodyAcc-mean()-Y" -0.019536840063125
"307" 7 5 "tBodyAcc-mean()-Y" -0.0166332372978723
"308" 8 5 "tBodyAcc-mean()-Y" -0.0211058674973684
"309" 9 5 "tBodyAcc-mean()-Y" -0.0203994269075476
"310" 10 5 "tBodyAcc-mean()-Y" -0.0200050770710526
"311" 11 5 "tBodyAcc-mean()-Y" -0.0178097721219565
"312" 12 5 "tBodyAcc-mean()-Y" -0.018084266865793
"313" 13 5 "tBodyAcc-mean()-Y" -0.0143723839108511
"314" 14 5 "tBodyAcc-mean()-Y" -0.0200141413657778
"315" 15 5 "tBodyAcc-mean()-Y" -0.00563047804309524
"316" 16 5 "tBodyAcc-mean()-Y" -0.0183898583787234
"317" 17 5 "tBodyAcc-mean()-Y" -0.0167359404347826
"318" 18 5 "tBodyAcc-mean()-Y" -0.0168666920221818
"319" 19 5 "tBodyAcc-mean()-Y" -0.0145942275069487
"320" 20 5 "tBodyAcc-mean()-Y" -0.00964120773155556
"321" 21 5 "tBodyAcc-mean()-Y" -0.0173195390157778
"322" 22 5 "tBodyAcc-mean()-Y" -0.0197999371686389
"323" 23 5 "tBodyAcc-mean()-Y" -0.0162111457238889
"324" 24 5 "tBodyAcc-mean()-Y" -0.0145730348310909
"325" 25 5 "tBodyAcc-mean()-Y" -0.0210170522987931
"326" 26 5 "tBodyAcc-mean()-Y" -0.01262580966778
"327" 27 5 "tBodyAcc-mean()-Y" -0.0135564467159091
"328" 28 5 "tBodyAcc-mean()-Y" -0.0220230465913043
"329" 29 5 "tBodyAcc-mean()-Y" -0.01494121505625
"330" 30 5 "tBodyAcc-mean()-Y" -0.0174383900204839
"331" 1 6 "tBodyAcc-mean()-Y" -0.0239531492643396
"332" 2 6 "tBodyAcc-mean()-Y" -0.0214121132045833
"333" 3 6 "tBodyAcc-mean()-Y" -0.0324109410555932
"334" 4 6 "tBodyAcc-mean()-Y" -0.0319804295729615
"335" 5 6 "tBodyAcc-mean()-Y" -0.0325269755153191
"336" 6 6 "tBodyAcc-mean()-Y" -0.0272425385070588
"337" 7 6 "tBodyAcc-mean()-Y" -0.0275639005607843
"338" 8 6 "tBodyAcc-mean()-Y" -0.0282415136341463
"339" 9 6 "tBodyAcc-mean()-Y" -0.0195101099975714
"340" 10 6 "tBodyAcc-mean()-Y" -0.0143854920340426
"341" 11 6 "tBodyAcc-mean()-Y" -0.0303157822055556
"342" 12 6 "tBodyAcc-mean()-Y" -0.0263574903403846
"343" 13 6 "tBodyAcc-mean()-Y" -0.0277392253910909
"344" 14 6 "tBodyAcc-mean()-Y" -0.0204388180024074
"345" 15 6 "tBodyAcc-mean()-Y" -0.0287523860708333
"346" 16 6 "tBodyAcc-mean()-Y" -0.0143654945011765
"347" 17 6 "tBodyAcc-mean()-Y" -0.0228645614308333
"348" 18 6 "tBodyAcc-mean()-Y" -0.0222060684378914
"349" 19 6 "tBodyAcc-mean()-Y" -0.0303986615775
"350" 20 6 "tBodyAcc-mean()-Y" -0.0282258047588235
"351" 21 6 "tBodyAcc-mean()-Y" -0.0237218695148936
"352" 22 6 "tBodyAcc-mean()-Y" -0.0268622561133333
"353" 23 6 "tBodyAcc-mean()-Y" -0.0323844029237255
"354" 24 6 "tBodyAcc-mean()-Y" -0.0251979434569492
"355" 25 6 "tBodyAcc-mean()-Y" -0.0269863524264615
"356" 26 6 "tBodyAcc-mean()-Y" -0.0281633797398182
"357" 27 6 "tBodyAcc-mean()-Y" -0.0200953324078431
"358" 28 6 "tBodyAcc-mean()-Y" -0.0279443943478431
"359" 29 6 "tBodyAcc-mean()-Y" -0.0299465312326531
"360" 30 6 "tBodyAcc-mean()-Y" -0.0253311698786154
"361" 1 1 "tBodyAcc-mean()-Z" -0.11320355358
"362" 2 1 "tBodyAcc-mean()-Z" -0.107245610416667
"363" 3 1 "tBodyAcc-mean()-Z" -0.101300477506452
"364" 4 1 "tBodyAcc-mean()-Z" -0.110688150314815
"365" 5 1 "tBodyAcc-mean()-Z" -0.107937603673077
"366" 6 1 "tBodyAcc-mean()-Z" -0.133119570368421
"367" 7 1 "tBodyAcc-mean()-Z" -0.101361036576923
"368" 8 1 "tBodyAcc-mean()-Z" -0.102245365611111
"369" 9 1 "tBodyAcc-mean()-Z" -0.10754972144
"370" 10 1 "tBodyAcc-mean()-Z" -0.117168642362069
"371" 11 1 "tBodyAcc-mean()-Z" -0.108786578070175
"372" 12 1 "tBodyAcc-mean()-Z" -0.108160125666667
"373" 13 1 "tBodyAcc-mean()-Z" -0.104331864532258
"374" 14 1 "tBodyAcc-mean()-Z" -0.0868333315509804
"375" 15 1 "tBodyAcc-mean()-Z" -0.118530240291667
"376" 16 1 "tBodyAcc-mean()-Z" -0.107310493242857
"377" 17 1 "tBodyAcc-mean()-Z" -0.107006279704225
"378" 18 1 "tBodyAcc-mean()-Z" -0.107698927907692
"379" 19 1 "tBodyAcc-mean()-Z" -0.10898146186747
"380" 20 1 "tBodyAcc-mean()-Z" -0.104274322538235
"381" 21 1 "tBodyAcc-mean()-Z" -0.103253832233333
"382" 22 1 "tBodyAcc-mean()-Z" -0.110800924652778
"383" 23 1 "tBodyAcc-mean()-Z" -0.104256776291667
"384" 24 1 "tBodyAcc-mean()-Z" -0.107236237236111
"385" 25 1 "tBodyAcc-mean()-Z" -0.100428830260274
"386" 26 1 "tBodyAcc-mean()-Z" -0.105002540289474
"387" 27 1 "tBodyAcc-mean()-Z" -0.107699732837838
"388" 28 1 "tBodyAcc-mean()-Z" -0.1083448529625
"389" 29 1 "tBodyAcc-mean()-Z" -0.109462068173913
"390" 30 1 "tBodyAcc-mean()-Z" -0.1036581505
"391" 1 2 "tBodyAcc-mean()-Z" -0.104544182255319
"392" 2 2 "tBodyAcc-mean()-Z" -0.109218272456522
"393" 3 2 "tBodyAcc-mean()-Z" -0.0983579203269231
"394" 4 2 "tBodyAcc-mean()-Z" -0.10587459588
"395" 5 2 "tBodyAcc-mean()-Z" -0.108540300265909
"396" 6 2 "tBodyAcc-mean()-Z" -0.110127728709091
"397" 7 2 "tBodyAcc-mean()-Z" -0.122464597625
"398" 8 2 "tBodyAcc-mean()-Z" -0.104461049130435
"399" 9 2 "tBodyAcc-mean()-Z" -0.07537846886
"400" 10 2 "tBodyAcc-mean()-Z" -0.104253238796296
"401" 11 2 "tBodyAcc-mean()-Z" -0.112840218339623
"402" 12 2 "tBodyAcc-mean()-Z" -0.106307228960784
"403" 13 2 "tBodyAcc-mean()-Z" -0.0972465110836735
"404" 14 2 "tBodyAcc-mean()-Z" -0.100401490425926
"405" 15 2 "tBodyAcc-mean()-Z" -0.11366125320339
"406" 16 2 "tBodyAcc-mean()-Z" -0.0891404038405797
"407" 17 2 "tBodyAcc-mean()-Z" -0.11362408509375
"408" 18 2 "tBodyAcc-mean()-Z" -0.111904775824561
"409" 19 2 "tBodyAcc-mean()-Z" -0.10870765430137
"410" 20 2 "tBodyAcc-mean()-Z" -0.108369634515152
"411" 21 2 "tBodyAcc-mean()-Z" -0.112057887741176
"412" 22 2 "tBodyAcc-mean()-Z" -0.105827369516129
"413" 23 2 "tBodyAcc-mean()-Z" -0.103808679294118
"414" 24 2 "tBodyAcc-mean()-Z" -0.103041061426471
"415" 25 2 "tBodyAcc-mean()-Z" -0.109160440476923
"416" 26 2 "tBodyAcc-mean()-Z" -0.0974448692333333
"417" 27 2 "tBodyAcc-mean()-Z" -0.105521912588571
"418" 28 2 "tBodyAcc-mean()-Z" -0.111517939555556
"419" 29 2 "tBodyAcc-mean()-Z" -0.1104118192
"420" 30 2 "tBodyAcc-mean()-Z" -0.099515446133871
"421" 1 3 "tBodyAcc-mean()-Z" -0.110601817735849
"422" 2 3 "tBodyAcc-mean()-Z" -0.105908536055556
"423" 3 3 "tBodyAcc-mean()-Z" -0.101621722633148
"424" 4 3 "tBodyAcc-mean()-Z" -0.0961574905535714
